dds_reference,operator_name,operator_address,operator_eori,supplier_name,commodity,hs_code,product_description,quantity_kg,estimated_annual_qty,country_of_production,geolocation_lat,geolocation_lon,production_date,prior_dds_reference,dd_confirmation,submission_date,risk_level,status,status_group
DDS-25-00806,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,3932.8,48512.442941511224,IE,54.241133776675795,-8.750848325369857,2024-11-04,DDS-UP-5907,1,2025-01-29,low,valid,valid
DDS-26-00807,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,23x9,Beef pet food complete,15302.3,184842.9280172832,IE,52.66030721168071,-8.732337992042286,2026-07-15,DDS-UP-3627,1,2026-10-11,low,flagged: invalid_hs,invalid_hs
DDS-26-00808,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,23320.5,323398.3793955892,SE,61.35745069024112,15.005617312476797,2026-04-25,DDS-UP-2506,1,2026-06-10,low,valid,valid
DDS-26-00809,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,15324.5,182609.80249938322,IE,51.967990465884796,-8.023127124077966,2026-06-11,DDS-UP-8674,1,2026-08-31,low,valid,valid
DDS-25-00810,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,soy,23x9,Complete dog food (soy),3057.8,27448.53256757586,BR,-9.589982218187792,-54.560058412904546,2025-01-02,DDS-UP-6496,1,2025-02-14,standard,flagged: invalid_hs,invalid_hs
DDS-26-00811,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,23265.4,264964.5426622908,IE,54.069564321108615,-8.272639662301307,2025-10-26,DDS-UP-2393,1,2026-02-05,low,valid,valid
DDS-25-00812,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,1507,Soybean oil blend,18916.1,187020.353018191,BR,-11.855853297235512,-56.220367194484716,2025-04-05,,1,2025-06-24,standard,flagged: missing_prior,missing_prior
DDS-25-00813,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,cattle,23x9,Beef pet food complete,12837.7,139439.4797875892,BR,-9.892029568373715,-56.2078604922149,2025-08-27,DDS-UP-3460,1,2025-09-30,standard,flagged: invalid_hs,invalid_hs
DDS-24-00814,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,6173.5,55353.34290732552,IE,53.18931866911246,-6.544388381556733,2024-06-18,DDS-UP-3307,1,2024-09-20,low,valid,valid
DDS-25-00815,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,8806.0,111352.31034270154,IE,53.75418474502758,-6.4093183896995445,2025-05-10,DDS-UP-8059,1,2025-07-28,low,valid,valid
DDS-26-00816,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,2886.4,39871.81377705185,BR,-10.17936886679385,-53.6259530450612,2026-01-07,DDS-UP-6071,1,2026-02-17,standard,valid,valid
DDS-24-00817,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4401,Firelogs 700g,9401.5,101201.947492036,IE,52.309152917580064,-8.313175463047493,2024-05-08,DDS-UP-3935,1,2024-08-06,low,valid,valid
DDS-26-00818,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,1507,Soybean oil blend,12462.3,163779.61831302263,AR,-34.1738638359988,-62.727517683645026,2026-07-26,DDS-UP-5696,1,2026-11-20,standard,valid,valid
DDS-25-00819,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,10623.3,126026.34012139369,IE,54.334506930961425,-6.343865123831211,2025-06-29,DDS-UP-1699,1,2025-08-29,low,valid,valid
DDS-25-00820,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,10282.4,123542.04241935475,IE,52.26368670135125,-8.884105978369849,2025-06-18,DDS-UP-7360,1,2025-08-31,low,valid,valid
DDS-24-00821,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,3154.5,33433.55617369255,IE,54.50037954639546,-7.805441009049437,2024-06-18,,1,2024-09-07,low,valid,valid
DDS-26-00822,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,3301.0,35716.17719949816,IE,54.789314696290404,-7.741114951387752,2026-02-13,DDS-UP-9930,1,2026-06-04,low,valid,valid
DDS-24-00823,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,19844.2,183935.04296616203,IE,54.763432228589295,-6.877383429252696,2024-06-24,,1,2024-07-26,low,valid,valid
DDS-24-00824,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,soy,1507,Soybean oil blend,7210.7,80389.69788158295,AR,-34.69045566949089,-63.59293812119725,2024-05-12,DDS-UP-8396,1,2024-09-04,standard,valid,valid
DDS-25-00825,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,2309,Complete dog food (soy),4531.1,50807.39532707303,BR,-11.838773151656063,-53.815130235963125,2025-08-31,DDS-UP-7866,1,2025-10-20,standard,valid,valid
DDS-26-00826,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,1507,Soybean oil blend,19685.3,225808.81963016978,BR,-9.262206546375868,-54.7890493931814,2026-07-15,DDS-UP-2274,1,2026-09-01,standard,valid,valid
DDS-26-00827,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,847.6,9320.780890919947,BR,-9.18309282360174,-54.27149095776897,2026-04-21,,1,2026-06-30,standard,flagged: missing_prior,missing_prior
DDS-24-00828,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,23611.4,279405.4634668343,BR,-10.780840085533201,-54.937924905368256,2023-10-26,,1,2024-02-07,standard,flagged: missing_prior,missing_prior
DDS-26-00829,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,15223.1,210542.58265939422,IE,54.73709596665927,-7.939471673299833,2025-10-20,DDS-UP-4436,1,2026-01-31,low,valid,valid
DDS-25-00830,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,soy,1507,Soybean oil blend,17633.3,178279.25556861068,BR,-10.908616639311807,-55.59416658662286,2025-03-16,DDS-UP-8471,1,2025-06-23,standard,valid,valid
DDS-25-00831,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,4833.9,46937.979208436074,BR,-10.992520158438833,-53.72095342332541,2025-07-26,DDS-UP-9892,1,2025-11-17,standard,valid,valid
DDS-26-00832,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,24886.4,296092.10381618724,IE,52.6497450881174,-7.338870531218465,2026-07-26,,1,2026-11-11,low,valid,valid
DDS-26-00833,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,2309,Complete dog food (soy),11380.5,149200.99001308248,BR,-9.750168962365535,-54.62852292670543,2025-12-04,DDS-UP-1534,1,2026-01-30,standard,valid,valid
DDS-25-00834,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,9090.0,122241.96923319694,IE,52.94323949324714,-8.613319285444708,2025-08-06,,1,2025-11-26,low,valid,valid
DDS-25-00835,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,7056.4,90116.07956412957,IE,51.82281540497281,-8.07606859693983,2024-12-29,DDS-UP-6036,1,2025-03-22,low,valid,valid
DDS-24-00836,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,21098.9,290214.60060690163,IE,54.52717715236298,-9.101976167808546,2024-02-08,DDS-UP-6201,1,2024-05-03,low,valid,valid
DDS-26-00837,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,11013.0,136216.23140994378,BR,-11.42201878988144,-54.56669692561065,2026-06-16,,1,2026-09-05,standard,flagged: missing_prior,missing_prior
DDS-26-00838,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,2309,Complete dog food (soy),3400.1,39998.47137653174,AR,-34.187795238994745,-65.20126622818354,2026-06-14,DDS-UP-7422,1,2026-08-16,standard,valid,valid
DDS-24-00839,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,soy,2309,Complete dog food (soy),15907.9,179155.32529254956,BR,-11.03278610399896,-56.220236724020566,2024-03-22,DDS-UP-1455,1,2024-05-01,standard,valid,valid
DDS-26-00840,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,5070.6,56854.11934345456,IE,54.002507491347515,-6.24975742577673,2026-02-11,DDS-UP-4633,1,2026-04-13,low,valid,valid
DDS-24-00841,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,23406.9,317472.3292088378,IE,52.934320872360274,-8.418560829924248,2024-05-20,DDS-UP-2694,1,2024-07-04,low,valid,valid
DDS-25-00842,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,22861.6,185904.6285739992,IE,54.48381436572882,-8.92166857695472,2025-11-09,DDS-UP-2649,1,2025-12-18,low,valid,valid
DDS-26-00843,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,22753.4,183411.55666924303,IE,52.430887918636266,-7.940278645412899,2026-08-26,,1,2026-10-17,low,valid,valid
DDS-25-00844,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,12355.8,153831.94607927636,IE,54.36442678044998,-8.848378581346962,2025-06-15,DDS-UP-9953,1,2025-07-30,low,valid,valid
DDS-24-00845,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,3312.3,28156.724732941664,IE,51.869114525273325,-7.664765837171056,2024-08-24,DDS-UP-6366,1,2024-12-20,low,valid,valid
DDS-25-00846,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,2309,Complete dog food (soy),16472.2,225307.971365538,BR,-10.555275383608695,-53.64031191709705,2025-06-11,DDS-UP-9123,1,2025-08-04,standard,valid,valid
DDS-26-00847,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,14799.4,188908.3791638935,IE,54.33810733304876,-7.047811595773338,2026-09-04,,1,2026-12-05,low,valid,valid
DDS-25-00848,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,15378.7,181410.07953451024,IE,53.58898935199706,-8.384978228452232,2025-05-28,DDS-UP-6782,1,2025-07-05,low,valid,valid
DDS-25-00849,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,20753.8,169758.60645152128,SE,61.474292318031715,14.25919098228669,2025-08-11,DDS-UP-9691,1,2025-10-03,low,valid,valid
DDS-25-00850,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,2309,Complete dog food (soy),9613.1,95280.5756357323,BR,-11.442255325069773,-55.76404556469678,2025-02-08,,1,2025-03-11,standard,flagged: missing_prior,missing_prior
DDS-25-00851,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,9947.0,113055.13716106479,IE,53.5024077578315,-8.23531628328389,2024-12-15,DDS-UP-9638,1,2025-04-01,low,valid,valid
DDS-26-00852,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,2309,Complete dog food (soy),19026.9,157884.4257200482,US,39.51403489876145,-94.77815480770177,2026-01-19,DDS-UP-6244,1,2026-04-22,low,valid,valid
DDS-25-00853,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,14983.7,177736.64417133853,BR,-10.73628826172816,-56.127721962643,2024-10-03,DDS-UP-1348,1,2025-01-14,standard,valid,valid
DDS-25-00854,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,1507,Soybean oil blend,22991.8,298412.90141447296,US,,,2025-07-05,DDS-UP-1266,1,2025-09-26,low,flagged: missing_geo,missing_geo
DDS-26-00855,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,12598.6,135151.36114763696,IE,54.06107683805729,-7.998966972237069,2025-10-20,DDS-UP-5889,1,2026-02-09,low,valid,valid
DDS-24-00856,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,soy,1507,Soybean oil blend,20723.7,255844.85610284295,BR,-10.878281751177376,-54.646068995384645,2024-03-14,DDS-UP-6289,1,2024-05-11,standard,valid,valid
DDS-26-00857,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,23385.7,297224.39437666535,IE,54.506829454279284,-8.093361401196995,2026-09-12,,1,2026-10-26,low,valid,valid
DDS-26-00858,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,7112.8,62019.40890513061,IE,52.59118139287819,-7.136235212994726,2026-05-31,DDS-UP-3257,1,2026-08-09,low,valid,valid
DDS-25-00859,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,2309,Complete dog food (soy),16871.8,201915.1874062568,AR,-32.83660476244643,-62.6024912097571,2025-08-02,DDS-UP-4940,1,2025-10-06,standard,valid,valid
DDS-25-00860,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,9148.7,108712.22390040378,IE,52.47749155517964,-8.408563899259224,2025-04-16,,1,2025-06-11,low,valid,valid
DDS-26-00861,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,20553.5,264810.7289286174,IE,53.28381725088358,-8.562573586110888,2026-02-03,DDS-UP-2712,1,2026-05-11,low,valid,valid
DDS-26-00862,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4401,Firelogs 700g,3088.7,33094.15834328631,IE,54.633144075687795,-7.074462914749489,2026-01-10,DDS-UP-6957,1,2026-04-29,low,valid,valid
DDS-25-00863,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,23811.6,315674.6057898031,IE,52.36386041794656,-8.366484696646914,2024-11-22,DDS-UP-2672,1,2025-01-05,low,valid,valid
DDS-26-00864,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,9122.9,84591.14287318401,SE,59.161089298131095,13.58575874886454,2026-02-13,DDS-UP-2377,1,2026-05-04,low,valid,valid
DDS-24-00865,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,9871.8,90195.65336245428,IE,51.95947121623174,-8.38223339982821,2024-08-07,,1,2024-09-28,low,valid,valid
DDS-26-00866,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,6599.1,75568.82169686422,IE,,,2026-03-20,DDS-UP-2887,1,2026-05-19,low,flagged: missing_geo,missing_geo
DDS-26-00867,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,10125.7,91396.33730684858,IE,52.479395047186316,-7.339337777357274,2026-04-19,DDS-UP-5395,1,2026-06-14,low,valid,valid
DDS-24-00868,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,22740.7,275790.4663030673,IE,53.58894019025516,-6.998353187670405,2024-08-02,DDS-UP-6002,1,2024-09-22,low,valid,valid
DDS-24-00869,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,16817.8,161164.8618541127,IE,52.36203323600043,-6.500392334419124,2024-10-27,DDS-UP-1341,1,2024-12-05,low,valid,valid
DDS-25-00870,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,12463.5,142128.77334139898,IE,,,2025-09-24,DDS-UP-2792,1,2025-11-30,low,flagged: missing_geo,missing_geo
DDS-24-00871,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,2309,Complete dog food (soy),20195.4,281498.80766365235,AR,-34.99808578740822,-65.06025112177603,2024-07-21,DDS-UP-9039,1,2024-09-21,standard,valid,valid
DDS-25-00872,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,22338.6,299627.66333645635,IE,53.17625228643926,-6.716751564607925,2025-03-02,,1,2025-06-16,low,valid,valid
DDS-24-00873,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,21478.5,175810.71635395975,IE,53.35792670089488,-7.280599069132046,2024-09-01,DDS-UP-3320,1,2024-12-13,low,valid,valid
DDS-25-00874,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,16149.0,194963.79503300137,BR,-10.92174021438567,-54.26690464267267,2024-11-18,,1,2025-02-13,standard,flagged: missing_prior,missing_prior
DDS-25-00875,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,1507,Soybean oil blend,10080.1,83126.55128955039,US,38.02485674467629,-93.76901799412668,2025-05-01,DDS-UP-5526,1,2025-08-05,low,valid,valid
DDS-26-00876,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,7566.0,91648.17006974788,IE,52.16888379082366,-6.814001286289968,2025-11-20,,1,2026-02-17,low,valid,valid
DDS-25-00877,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,7562.4,70360.2051870118,IE,,,2024-09-20,,1,2025-01-03,low,flagged: missing_geo,missing_geo
DDS-26-00878,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,6660.1,73340.75092378128,IE,51.81527074196166,-8.14323343797952,2026-05-31,DDS-UP-5641,1,2026-09-09,low,valid,valid
DDS-25-00879,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,22997.4,232912.91656958652,IE,52.61200668534586,-6.212257231778209,2024-10-23,DDS-UP-1526,1,2025-02-16,low,valid,valid
DDS-25-00880,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,15127.5,150289.8883268578,IE,54.70072044515973,-8.905583910054707,2025-01-20,DDS-UP-8140,1,2025-05-04,low,valid,valid
DDS-25-00881,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,2597.1,26635.326915880403,IE,52.550061336212394,-7.951063088604426,2024-11-27,DDS-UP-8555,1,2025-02-20,low,valid,valid
DDS-26-00882,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,11975.3,128946.4844183173,IE,53.88240016504959,-7.6885544791472,2026-02-10,DDS-UP-7889,1,2026-05-22,low,valid,valid
DDS-26-00883,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,14717.9,195259.89802577774,IE,52.06528696170128,-8.778243226963092,2026-09-23,DDS-UP-9900,1,2026-10-29,low,valid,valid
DDS-26-00884,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,11775.4,163878.72620538456,IE,53.008826378064136,-9.182141462054675,2026-07-09,DDS-UP-1896,1,2026-08-21,low,valid,valid
DDS-25-00885,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,3475.3,28907.967992070713,IE,52.67173077237852,-7.7555962989346785,2025-05-23,DDS-UP-9369,1,2025-07-18,low,valid,valid
DDS-26-00886,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,21380.3,291182.3091830203,IE,54.70183538560505,-8.790791749427985,2026-07-21,DDS-UP-6093,1,2026-10-21,low,valid,valid
DDS-26-00887,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4401,Firelogs 700g,2873.2,30636.630632027944,IE,52.00142618566831,-8.740933744524629,2026-09-04,DDS-UP-8761,1,2026-10-11,low,valid,valid
DDS-25-00888,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,2309,Complete dog food (soy),6876.7,80477.68389095897,BR,-10.548841417222553,-55.947868172371294,2025-01-09,DDS-UP-8194,1,2025-04-04,standard,valid,valid
DDS-25-00889,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,18670.8,181791.87010419767,IE,52.225058554527536,-6.966204528716236,2025-02-27,DDS-UP-8801,1,2025-04-10,low,valid,valid
DDS-26-00890,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,soy,1507,Soybean oil blend,11867.1,115117.19897448605,BR,-9.996901021707476,-55.326432338673904,2026-04-17,,1,2026-06-01,standard,flagged: missing_prior,missing_prior
DDS-26-00891,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4401,Firelogs 700g,11389.7,100637.35207069763,IE,52.70828470961936,-7.264673036699989,2026-07-24,,1,2026-10-20,low,valid,valid
DDS-25-00892,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,22612.5,201441.56328841712,BR,-10.926757011548318,-53.932481284565725,2025-09-04,,1,2025-12-26,standard,flagged: missing_prior,missing_prior
DDS-25-00893,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,cattle,2309,Beef pet food complete,7921.8,85797.16483032514,IE,53.94554699939483,-6.839909398405866,2025-01-29,DDS-UP-8925,1,2025-05-23,low,valid,valid
DDS-25-00894,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,8439.9,98787.7647348206,IE,53.32094067131127,-7.223284699199336,2025-02-10,,1,2025-05-02,low,valid,valid
DDS-26-00895,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,23388.7,300575.96977975126,IE,53.99863250462367,-8.504887069094023,2026-03-08,DDS-UP-4793,1,2026-05-07,low,valid,valid
DDS-26-00896,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,2017.2,17019.70172423651,SE,60.78448947874769,14.652250388767134,2026-09-27,DDS-UP-1613,1,2026-12-13,low,valid,valid
DDS-26-00897,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,3763.8,41200.88125972681,SE,61.37065253646822,14.463477643750482,2026-02-06,DDS-UP-4272,1,2026-06-02,low,valid,valid
DDS-26-00898,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,2607.4,33531.3024102406,IE,52.28626874612412,-6.758486777651397,2026-07-23,DDS-UP-2576,1,2026-08-22,low,valid,valid
DDS-25-00899,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,23964.7,219057.04271753816,IE,53.4397425278535,-8.984104652537898,2024-12-08,,1,2025-02-02,low,valid,valid
DDS-26-00900,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,20139.1,229886.10535187923,IE,52.85631815693866,-7.34456340894649,2025-12-27,DDS-UP-7162,1,2026-02-11,low,valid,valid
DDS-26-00901,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,1052.3,13647.16400563996,IE,52.15378248614174,-8.508279483359777,2025-12-29,,1,2026-03-18,low,valid,valid
DDS-24-00902,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,6414.3,75123.44450600707,IE,54.414420007717524,-6.295655546604046,2024-05-12,DDS-UP-9192,1,2024-08-19,low,valid,valid
DDS-25-00903,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,1290.7,16247.867874563808,IE,53.21293611981556,-6.447825987973796,2025-03-20,DDS-UP-4285,1,2025-05-06,low,valid,valid
DDS-26-00904,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,6272.6,52844.0115698006,SE,59.58882750997337,15.772034294828835,2026-08-11,DDS-UP-1579,1,2026-11-02,low,valid,valid
DDS-26-00905,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,18221.6,216873.88063439674,IE,52.04178046481725,-7.545724244145196,2026-09-01,DDS-UP-9136,1,2026-11-25,low,valid,valid
DDS-26-00906,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,19453.5,256042.4310111671,IE,54.42934940244553,-8.516734589157032,2026-07-21,,1,2026-11-15,low,valid,valid
DDS-25-00907,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,cattle,2309,Beef pet food complete,11028.1,96032.20229512856,IE,53.24652001676277,-8.038625630013314,2025-05-17,DDS-UP-3257,1,2025-09-02,low,valid,valid
DDS-24-00908,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,soy,1507,Soybean oil blend,2753.8,36708.18712753985,BR,-11.419063113410942,-55.190425509555595,2024-04-10,DDS-UP-7767,1,2024-07-17,standard,valid,valid
DDS-26-00909,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,44x1,Firelogs 700g,1888.0,21928.168601976387,BR,-11.955304320009295,-54.340519452469294,2026-06-24,DDS-UP-5630,1,2026-08-24,standard,flagged: invalid_hs,invalid_hs
